codigo,uf,custo,valor_venda,produto,fornecedor
L12.0019,TO,13.04,40.0,LAMPADA C SENSOR,LUI ELETRONICOS
L12.0019,PA,12.91,40.0,LAMPADA C SENSOR,LUI ELETRONICOS
L12.0019,MT,12.91,40.0,LAMPADA C SENSOR,LUI ELETRONICOS
C3.0137,GO,117.98,398.0,CAIXA DE SOM GOLDEN,LUI ELETRONICOS
C3.0137,TO,119.16,398.0,CAIXA DE SOM GOLDEN,LUI ELETRONICOS
C3.0137,PA,117.98,398.0,CAIXA DE SOM GOLDEN,LUI ELETRONICOS
C3.0137,MT,117.98,398.0,CAIXA DE SOM GOLDEN,LUI ELETRONICOS
M13.0012,GO,12.88,48.0,MOCHILA VINIL INFANTIL,LUI ELETRONICOS
M13.0012,TO,13.01,48.0,MOCHILA VINIL INFANTIL,LUI ELETRONICOS
M13.0012,PA,12.88,48.0,MOCHILA VINIL INFANTIL,LUI ELETRONICOS
M13.0012,MT,12.88,48.0,MOCHILA VINIL INFANTIL,LUI ELETRONICOS
C3.0062,GO,89.31,244.0,COLCHA CASAL MONT BLANC,J.SERRANO
C3.0062,TO,90.2,248.0,COLCHA CASAL MONT BLANC,J.SERRANO
C3.0062,PA,89.31,248.0,COLCHA CASAL MONT BLANC,J.SERRANO
C3.0062,MT,89.31,248.0,COLCHA CASAL MONT BLANC,J.SERRANO
C3.0095,GO,68.93,189.0,CORTINA ECLIPSE LISA 2MTS,TATY
C3.0095,TO,69.87,202.0,CORTINA ECLIPSE LISA 2MTS,TATY
C3.0095,PA,74.99,210.0,CORTINA ECLIPSE LISA 2MTS,TATY
C3.0095,MT,67.89,195.0,CORTINA ECLIPSE LISA 2MTS,TATY
J10.0042,GO,14.88,38.0,JOGO AMERICANO 4 PCS BST,BST IMPORT
J10.0042,TO,15.02,38.0,JOGO AMERICANO 4 PCS BST,BST IMPORT
J10.0042,PA,14.88,38.0,JOGO AMERICANO 4 PCS BST,BST IMPORT
J10.0042,MT,14.88,38.0,JOGO AMERICANO 4 PCS BST,BST IMPORT
B2.0015,GO,10.97,32.0,BANDEJA DE PLASTICO MESA,BST IMPORT
B2.0015,TO,11.08,32.0,BANDEJA DE PLASTICO MESA,BST IMPORT
B2.0015,PA,10.97,32.0,BANDEJA DE PLASTICO MESA,BST IMPORT
B2.0015,MT,10.97,32.0,BANDEJA DE PLASTICO MESA,BST IMPORT
G7.0007,GO,28.58,82.0,GUARDA CHUVA INVERTIDO L 04 L05,MARIA BRI
G7.0007,TO,32.05,92.0,GUARDA CHUVA INVERTIDO L 04 L05,MARIA BRI
G7.0007,PA,30.99,89.0,GUARDA CHUVA INVERTIDO L 04 L05,MARIA BRI
G7.0007,MT,30.74,88.0,GUARDA CHUVA INVERTIDO L 04 L05,MARIA BRI
T20.0125,GO,22.76,58.0,TAPETE LANCER SILKY 050X080,LANCER
T20.0125,TO,22.99,58.0,TAPETE LANCER SILKY 050X080,LANCER
T20.0125,PA,22.76,36.0,TAPETE LANCER SILKY 050X080,LANCER
T20.0125,MT,22.76,36.0,TAPETE LANCER SILKY 050X080,LANCER
T20.0126,GO,16.05,40.0,TAPETE LANCER SILKY LIGHT 050X080,LANCER
T20.0126,TO,16.21,40.0,TAPETE LANCER SILKY LIGHT 050X080,LANCER
T20.0126,PA,16.05,40.0,TAPETE LANCER SILKY LIGHT 050X080,LANCER
T20.0126,MT,16.05,40.0,TAPETE LANCER SILKY LIGHT 050X080,LANCER
C3.0138,GO,70.6,129.0,CARPETE REALCE FRAME 100X150,J.SERRANO
C3.0138,TO,71.31,114.0,CARPETE REALCE FRAME 100X150,J.SERRANO
C3.0138,PA,70.6,129.0,CARPETE REALCE FRAME 100X150,J.SERRANO
C3.0138,MT,70.6,129.0,CARPETE REALCE FRAME 100X150,J.SERRANO
C3.0001,GO,72.44,180.0,COLCHA CASAL COLONY,J.SERRANO
C3.0001,TO,73.17,180.0,COLCHA CASAL COLONY,J.SERRANO
C3.0001,PA,72.44,180.0,COLCHA CASAL COLONY,J.SERRANO
C3.0001,MT,72.44,180.0,COLCHA CASAL COLONY,J.SERRANO
G7.0012,GO,14.76,42.0,GARRAFA ENERGY 750ML,YANGZY
G7.0012,TO,14.9,42.0,GARRAFA ENERGY 750ML,YANGZY
G7.0012,PA,14.76,42.0,GARRAFA ENERGY 750ML,YANGZY
G7.0012,MT,14.76,42.0,GARRAFA ENERGY 750ML,YANGZY
J10.0043,GO,36.02,98.0,JG COPOS STARLIT LOGO DRINK 6PCS 300ML,YANGZY
J10.0043,TO,36.38,98.0,JG COPOS STARLIT LOGO DRINK 6PCS 300ML,YANGZY
J10.0043,PA,36.02,98.0,JG COPOS STARLIT LOGO DRINK 6PCS 300ML,YANGZY
J10.0043,MT,36.02,98.0,JG COPOS STARLIT LOGO DRINK 6PCS 300ML,YANGZY
T20.0127,GO,52.64,148.0,TACA BLISS DE CERVEJA 300ML 6UN,YANGZY
T20.0127,TO,53.16,148.0,TACA BLISS DE CERVEJA 300ML 6UN,YANGZY
T20.0127,PA,52.64,148.0,TACA BLISS DE CERVEJA 300ML 6UN,YANGZY
T20.0127,MT,52.64,148.0,TACA BLISS DE CERVEJA 300ML 6UN,YANGZY
C3.0139,GO,16.75,48.0,CANECA DE CHOPP CAVEIRA 540 ML FUTACOR DARK,YANGZY
C3.0139,TO,16.92,48.0,CANECA DE CHOPP CAVEIRA 540 ML FUTACOR DARK,YANGZY
C3.0139,PA,16.75,48.0,CANECA DE CHOPP CAVEIRA 540 ML FUTACOR DARK,YANGZY
C3.0139,MT,16.75,48.0,CANECA DE CHOPP CAVEIRA 540 ML FUTACOR DARK,YANGZY
C3.0140,GO,56.37,168.0,COPO TERMICO INOX CERVEJA 600ML PT AZ BR,YANGZY
C3.0140,TO,56.93,168.0,COPO TERMICO INOX CERVEJA 600ML PT AZ BR,YANGZY
C3.0140,PA,56.37,168.0,COPO TERMICO INOX CERVEJA 600ML PT AZ BR,YANGZY
C3.0140,MT,56.37,168.0,COPO TERMICO INOX CERVEJA 600ML PT AZ BR,YANGZY
C3.0096,GO,93.49,268.0,CORTINA ECLIPSE LISA 3MTS,TATY
C3.0096,TO,94.68,272.0,CORTINA ECLIPSE LISA 3MTS,TATY
C3.0096,PA,99.54,281.0,CORTINA ECLIPSE LISA 3MTS,TATY
C3.0096,MT,92.07,264.0,CORTINA ECLIPSE LISA 3MTS,TATY
C3.0141,GO,59.57,198.0,COLCHA EVOLUTION PATCHWORK CASAL 220X240,CAMESA
C3.0141,TO,60.17,202.0,COLCHA EVOLUTION PATCHWORK CASAL 220X240,CAMESA
C3.0141,PA,59.57,202.0,COLCHA EVOLUTION PATCHWORK CASAL 220X240,CAMESA
C3.0141,MT,59.57,202.0,COLCHA EVOLUTION PATCHWORK CASAL 220X240,CAMESA
C3.0142,GO,50.42,156.0,COLCHA EVOLUTION PATCHWORK SOLTEIRO INF 160X230,CAMESA
C3.0142,TO,50.92,158.0,COLCHA EVOLUTION PATCHWORK SOLTEIRO INF 160X230,CAMESA
C3.0142,PA,50.42,158.0,COLCHA EVOLUTION PATCHWORK SOLTEIRO INF 160X230,CAMESA
C3.0142,MT,50.42,158.0,COLCHA EVOLUTION PATCHWORK SOLTEIRO INF 160X230,CAMESA
C3.0143,GO,65.08,183.0,COLCHA EVOLUTION PATCHWORK KING 260X280,CAMESA
C3.0143,TO,65.73,185.0,COLCHA EVOLUTION PATCHWORK KING 260X280,CAMESA
C3.0143,PA,65.08,187.0,COLCHA EVOLUTION PATCHWORK KING 260X280,CAMESA
C3.0143,MT,65.08,240.0,COLCHA EVOLUTION PATCHWORK KING 260X280,CAMESA
C3.0144,GO,69.0,214.0,COLCHA EVOLUTION PATCHWORK QUEEN 240X260,CAMESA
C3.0144,TO,69.69,218.0,COLCHA EVOLUTION PATCHWORK QUEEN 240X260,CAMESA
C3.0144,PA,69.0,218.0,COLCHA EVOLUTION PATCHWORK QUEEN 240X260,CAMESA
C3.0144,MT,69.0,218.0,COLCHA EVOLUTION PATCHWORK QUEEN 240X260,CAMESA
C3.0145,GO,82.84,210.0,COLCHA JAZZ CASAL LISA 220X240,CAMESA
C3.0145,TO,83.67,210.0,COLCHA JAZZ CASAL LISA 220X240,CAMESA
C3.0145,PA,82.84,210.0,COLCHA JAZZ CASAL LISA 220X240,CAMESA
C3.0145,MT,82.84,210.0,COLCHA JAZZ CASAL LISA 220X240,CAMESA
C3.0146,GO,97.56,248.0,COLCHA JAZZ KING LISA 2 60 280,CAMESA
C3.0146,TO,98.54,248.0,COLCHA JAZZ KING LISA 2 60 280,CAMESA
C3.0146,PA,97.56,248.0,COLCHA JAZZ KING LISA 2 60 280,CAMESA
C3.0146,MT,97.56,248.0,COLCHA JAZZ KING LISA 2 60 280,CAMESA
C3.0147,GO,60.66,154.0,COLCHA JAZZ SOLTEIRO LISA 160X230,CAMESA
C3.0147,TO,61.26,154.0,COLCHA JAZZ SOLTEIRO LISA 160X230,CAMESA
C3.0147,PA,60.66,154.0,COLCHA JAZZ SOLTEIRO LISA 160X230,CAMESA
C3.0147,MT,60.66,154.0,COLCHA JAZZ SOLTEIRO LISA 160X230,CAMESA
C3.0148,GO,79.49,200.0,COLCHA TRESSE CASAL LISA 220X240,CAMESA
C3.0148,TO,80.29,200.0,COLCHA TRESSE CASAL LISA 220X240,CAMESA
C3.0148,PA,79.49,200.0,COLCHA TRESSE CASAL LISA 220X240,CAMESA
C3.0148,MT,79.49,200.0,COLCHA TRESSE CASAL LISA 220X240,CAMESA
C3.0149,GO,94.12,236.0,COLCHA TRESSE KING LISA 260X280,CAMESA
C3.0149,TO,95.06,236.0,COLCHA TRESSE KING LISA 260X280,CAMESA
C3.0149,PA,94.12,236.0,COLCHA TRESSE KING LISA 260X280,CAMESA
C3.0149,MT,94.12,236.0,COLCHA TRESSE KING LISA 260X280,CAMESA
C3.0150,GO,60.66,152.0,COLCHA TRESSE SOLTEIRO LISA 160X230,CAMESA
C3.0150,TO,61.26,152.0,COLCHA TRESSE SOLTEIRO LISA 160X230,CAMESA
C3.0150,PA,60.66,152.0,COLCHA TRESSE SOLTEIRO LISA 160X230,CAMESA
C3.0150,MT,60.66,152.0,COLCHA TRESSE SOLTEIRO LISA 160X230,CAMESA
C3.0151,GO,80.06,222.0,COLCHA MANDI CASAL LISA 220X240,CAMESA
C3.0151,TO,80.86,226.0,COLCHA MANDI CASAL LISA 220X240,CAMESA
C3.0151,PA,80.06,226.0,COLCHA MANDI CASAL LISA 220X240,CAMESA
C3.0151,MT,80.06,226.0,COLCHA MANDI CASAL LISA 220X240,CAMESA
C3.0152,GO,104.25,262.0,COLCHA MANDI KING LISA 260X280,CAMESA
C3.0152,TO,105.29,266.0,COLCHA MANDI KING LISA 260X280,CAMESA
C3.0152,PA,104.25,266.0,COLCHA MANDI KING LISA 260X280,CAMESA
C3.0152,MT,104.25,266.0,COLCHA MANDI KING LISA 260X280,CAMESA
B2.0016,GO,35.8,106.0,BOLSA MOCHILA JUVENIL COLORS,JULIA BOLSAS
B2.0016,TO,37.2,108.0,BOLSA MOCHILA JUVENIL COLORS,JULIA BOLSAS
B2.0016,PA,38.86,112.0,BOLSA MOCHILA JUVENIL COLORS,JULIA BOLSAS
B2.0016,MT,35.8,106.0,BOLSA MOCHILA JUVENIL COLORS,JULIA BOLSAS
B2.0017,GO,52.02,138.0,BOLSA MOCHILA COM CAPA,JULIA BOLSAS
B2.0017,TO,52.54,140.0,BOLSA MOCHILA COM CAPA,JULIA BOLSAS
B2.0017,PA,52.02,142.0,BOLSA MOCHILA COM CAPA,JULIA BOLSAS
B2.0017,MT,52.02,142.0,BOLSA MOCHILA COM CAPA,JULIA BOLSAS
B2.0010,GO,46.79,140.0,BOLSA P,0
B2.0010,TO,47.26,140.0,BOLSA P,0
B2.0010,PA,46.79,140.0,BOLSA P,0
B2.0010,MT,46.79,140.0,BOLSA P,0
K11.0040,GO,24.94,168.0,KIT FACAS COLORIDAS 6PCS,XDX TALHERES
K11.0040,TO,25.19,168.0,KIT FACAS COLORIDAS 6PCS,XDX TALHERES
K11.0040,PA,24.94,168.0,KIT FACAS COLORIDAS 6PCS,XDX TALHERES
K11.0040,MT,24.94,168.0,KIT FACAS COLORIDAS 6PCS,XDX TALHERES
UZ.158,GO,25.49,30.0,UZ 158 159 JARRA C 6 COPOS,UZ
UZ.158,TO,25.75,30.0,UZ 158 159 JARRA C 6 COPOS,UZ
UZ.158,PA,25.49,41.0,UZ 158 159 JARRA C 6 COPOS,UZ
UZ.158,MT,25.49,41.0,UZ 158 159 JARRA C 6 COPOS,UZ
UZ.206,GO,7.67,22.0,UZ 206 MULTIUSO PREMIUM 800ML,UZ
UZ.206,TO,7.75,22.0,UZ 206 MULTIUSO PREMIUM 800ML,UZ
UZ.206,PA,7.67,12.0,UZ 206 MULTIUSO PREMIUM 800ML,UZ
UZ.206,MT,7.67,12.0,UZ 206 MULTIUSO PREMIUM 800ML,UZ
UZ.243,GO,7.0,22.0,UZ 243 CUMBUCA,UZ
UZ.243,TO,7.07,11.0,UZ 243 CUMBUCA,UZ
UZ.243,PA,7.0,22.0,UZ 243 CUMBUCA,UZ
UZ.243,MT,7.0,22.0,UZ 243 CUMBUCA,UZ
UZ.244,GO,36.26,98.0,UZ 244 PORTA PAO,UZ
UZ.244,TO,36.63,98.0,UZ 244 PORTA PAO,UZ
UZ.244,PA,36.26,58.0,UZ 244 PORTA PAO,UZ
UZ.244,MT,36.26,58.0,UZ 244 PORTA PAO,UZ
UZ.247,GO,6.66,20.0,UZ 247 MULTIUSO PREMIUM 350ML,UZ
UZ.247,TO,6.73,20.0,UZ 247 MULTIUSO PREMIUM 350ML,UZ
UZ.247,PA,6.66,11.0,UZ 247 MULTIUSO PREMIUM 350ML,UZ
UZ.247,MT,6.66,11.0,UZ 247 MULTIUSO PREMIUM 350ML,UZ
UZ.296,GO,9.57,28.0,UZ 296 MULTIUSO PREMIUM QUAD 1.5LT,UZ
UZ.296,TO,9.67,15.0,UZ 296 MULTIUSO PREMIUM QUAD 1.5LT,UZ
UZ.296,PA,9.57,28.0,UZ 296 MULTIUSO PREMIUM QUAD 1.5LT,UZ
UZ.296,MT,9.57,28.0,UZ 296 MULTIUSO PREMIUM QUAD 1.5LT,UZ
UZ.297,GO,6.66,20.0,UZ 297 MULTIUSO PREMIUM QUAD 500ML,UZ
UZ.297,TO,6.73,20.0,UZ 297 MULTIUSO PREMIUM QUAD 500ML,UZ
UZ.297,PA,6.66,11.0,UZ 297 MULTIUSO PREMIUM QUAD 500ML,UZ
UZ.297,MT,6.66,11.0,UZ 297 MULTIUSO PREMIUM QUAD 500ML,UZ
UZ.373,GO,68.64,198.0,UZ 373 CESTO ORGANIZADOR 55LT,UZ
UZ.373,TO,69.32,198.0,UZ 373 CESTO ORGANIZADOR 55LT,UZ
UZ.373,PA,68.64,198.0,UZ 373 CESTO ORGANIZADOR 55LT,UZ
UZ.373,MT,68.64,198.0,UZ 373 CESTO ORGANIZADOR 55LT,UZ
UZ.396,GO,5.61,18.0,UZ 396 MULTIUSO 1LT,UZ
UZ.396,TO,5.66,18.0,UZ 396 MULTIUSO 1LT,UZ
UZ.396,PA,5.61,18.0,UZ 396 MULTIUSO 1LT,UZ
UZ.396,MT,5.61,18.0,UZ 396 MULTIUSO 1LT,UZ
UZ.397,GO,7.31,22.0,UZ 397 MULTIUSO 2LT,UZ
UZ.397,TO,7.38,22.0,UZ 397 MULTIUSO 2LT,UZ
UZ.397,PA,7.31,12.0,UZ 397 MULTIUSO 2LT,UZ
UZ.397,MT,7.31,12.0,UZ 397 MULTIUSO 2LT,UZ
UZ.398,GO,8.31,24.0,UZ 398 MULTIUSO 3LT,UZ
UZ.398,TO,8.4,24.0,UZ 398 MULTIUSO 3LT,UZ
UZ.398,PA,8.31,24.0,UZ 398 MULTIUSO 3LT,UZ
UZ.398,MT,8.31,24.0,UZ 398 MULTIUSO 3LT,UZ
UZ.399,GO,12.08,36.0,UZ 399 DISPENSER PORTA DETERGENTE,UZ
UZ.399,TO,12.2,36.0,UZ 399 DISPENSER PORTA DETERGENTE,UZ
UZ.399,PA,12.08,19.0,UZ 399 DISPENSER PORTA DETERGENTE,UZ
UZ.399,MT,12.08,19.0,UZ 399 DISPENSER PORTA DETERGENTE,UZ
UZ.401,GO,4.4,14.0,UZ 401 ORGANIZADOR CONECTA 300ML,UZ
UZ.401,TO,4.45,14.0,UZ 401 ORGANIZADOR CONECTA 300ML,UZ
UZ.401,PA,4.4,7.0,UZ 401 ORGANIZADOR CONECTA 300ML,UZ
UZ.401,MT,4.4,7.0,UZ 401 ORGANIZADOR CONECTA 300ML,UZ
UZ.402,GO,4.98,16.0,UZ 402 ORGANIZADOR CONECTA 600ML,UZ
UZ.402,TO,5.03,8.0,UZ 402 ORGANIZADOR CONECTA 600ML,UZ
UZ.402,PA,4.98,8.0,UZ 402 ORGANIZADOR CONECTA 600ML,UZ
UZ.402,MT,4.98,8.0,UZ 402 ORGANIZADOR CONECTA 600ML,UZ
UZ.403,GO,5.6,18.0,UZ 403 ORGANIZADOR CONECTA 900ML,UZ
UZ.403,TO,5.66,9.0,UZ 403 ORGANIZADOR CONECTA 900ML,UZ
UZ.403,PA,5.6,9.0,UZ 403 ORGANIZADOR CONECTA 900ML,UZ
UZ.403,MT,5.6,9.0,UZ 403 ORGANIZADOR CONECTA 900ML,UZ
UZ.404,GO,6.43,20.0,UZ 404 ORGANIZADOR CONECTA 1.2LT,UZ
UZ.404,TO,6.5,10.0,UZ 404 ORGANIZADOR CONECTA 1.2LT,UZ
UZ.404,PA,6.43,10.0,UZ 404 ORGANIZADOR CONECTA 1.2LT,UZ
UZ.404,MT,6.43,10.0,UZ 404 ORGANIZADOR CONECTA 1.2LT,UZ
UZ.405,GO,22.79,68.0,UZ 405 ORGANIZADOR CONECTA KIT,UZ
UZ.405,TO,23.02,68.0,UZ 405 ORGANIZADOR CONECTA KIT,UZ
UZ.405,PA,22.79,68.0,UZ 405 ORGANIZADOR CONECTA KIT,UZ
UZ.405,MT,22.79,68.0,UZ 405 ORGANIZADOR CONECTA KIT,UZ
UZ.413,GO,19.1,58.0,UZ 413 BACIA 14LT,UZ
UZ.413,TO,19.29,31.0,UZ 413 BACIA 14LT,UZ
UZ.413,PA,19.1,30.0,UZ 413 BACIA 14LT,UZ
UZ.413,MT,19.1,30.0,UZ 413 BACIA 14LT,UZ
UZ.414,GO,19.13,58.0,UZ 414 ESCORREDOR LOUCA SLIM,UZ
UZ.414,TO,19.32,31.0,UZ 414 ESCORREDOR LOUCA SLIM,UZ
UZ.414,PA,19.13,31.0,UZ 414 ESCORREDOR LOUCA SLIM,UZ
UZ.414,MT,19.13,31.0,UZ 414 ESCORREDOR LOUCA SLIM,UZ
UZ.415,GO,19.08,58.0,UZ 415 BALDE 12LT,UZ
UZ.415,TO,19.27,31.0,UZ 415 BALDE 12LT,UZ
UZ.415,PA,19.08,30.0,UZ 415 BALDE 12LT,UZ
UZ.415,MT,19.08,30.0,UZ 415 BALDE 12LT,UZ
UZ.549,GO,29.79,90.0,UZ 549 LIXEIRA 8LT SLIM COM PEDAL,UZ
UZ.549,TO,30.09,90.0,UZ 549 LIXEIRA 8LT SLIM COM PEDAL,UZ
UZ.549,PA,29.79,48.0,UZ 549 LIXEIRA 8LT SLIM COM PEDAL,UZ
UZ.549,MT,29.79,48.0,UZ 549 LIXEIRA 8LT SLIM COM PEDAL,UZ
K11.0041,GO,33.68,98.0,KIT TALHERES 6PCS INOX CABO PLASTICO,FENIMA
K11.0041,TO,34.02,98.0,KIT TALHERES 6PCS INOX CABO PLASTICO,FENIMA
K11.0041,PA,33.68,98.0,KIT TALHERES 6PCS INOX CABO PLASTICO,FENIMA
K11.0041,MT,33.68,98.0,KIT TALHERES 6PCS INOX CABO PLASTICO,FENIMA
M13.0013,GO,15.56,38.0,MINI PROCESSADOR ALIMENTOS,FENIMA
M13.0013,TO,15.72,38.0,MINI PROCESSADOR ALIMENTOS,FENIMA
M13.0013,PA,15.56,38.0,MINI PROCESSADOR ALIMENTOS,FENIMA
M13.0013,MT,15.56,38.0,MINI PROCESSADOR ALIMENTOS,FENIMA
R18.0007,GO,5.14,16.0,RALADOR COM RESERVATORIO PEQUENO,FENIMA
R18.0007,TO,5.2,16.0,RALADOR COM RESERVATORIO PEQUENO,FENIMA
R18.0007,PA,5.14,16.0,RALADOR COM RESERVATORIO PEQUENO,FENIMA
R18.0007,MT,5.14,16.0,RALADOR COM RESERVATORIO PEQUENO,FENIMA
T20.0128,GO,9.41,28.0,TABUA DE CORTE PLASTICO,FENIMA
T20.0128,TO,9.51,28.0,TABUA DE CORTE PLASTICO,FENIMA
T20.0128,PA,9.41,28.0,TABUA DE CORTE PLASTICO,FENIMA
T20.0128,MT,9.41,28.0,TABUA DE CORTE PLASTICO,FENIMA
C3.0153,GO,13.45,44.0,CANECA GEL 410ML,UNIART
C3.0153,TO,13.58,44.0,CANECA GEL 410ML,UNIART
C3.0153,PA,13.45,44.0,CANECA GEL 410ML,UNIART
C3.0153,MT,13.45,44.0,CANECA GEL 410ML,UNIART
T20.0129,GO,8.01,26.0,TAPETE PORTA RETALHO,HENRIQUE
T20.0129,TO,8.27,28.0,TAPETE PORTA RETALHO,HENRIQUE
T20.0129,PA,7.63,28.0,TAPETE PORTA RETALHO,HENRIQUE
T20.0129,MT,7.56,28.0,TAPETE PORTA RETALHO,HENRIQUE
T20.0130,GO,25.82,78.0,TACA GIN COLORS IBIZA 720ML COM EMBALAGEM,GLOBIMPORT
T20.0130,TO,26.08,78.0,TACA GIN COLORS IBIZA 720ML COM EMBALAGEM,GLOBIMPORT
T20.0130,PA,25.82,78.0,TACA GIN COLORS IBIZA 720ML COM EMBALAGEM,GLOBIMPORT
T20.0130,MT,25.82,78.0,TACA GIN COLORS IBIZA 720ML COM EMBALAGEM,GLOBIMPORT
T20.0131,GO,25.82,78.0,TACA GIN TIMES IBIZA 720ML,GLOBIMPORT
T20.0131,TO,26.08,78.0,TACA GIN TIMES IBIZA 720ML,GLOBIMPORT
T20.0131,PA,25.82,78.0,TACA GIN TIMES IBIZA 720ML,GLOBIMPORT
T20.0131,MT,25.82,78.0,TACA GIN TIMES IBIZA 720ML,GLOBIMPORT
T20.0132,GO,42.15,119.0,TACAS SORVETE 160ML CONJUNTO 6UN COM COLHER,GLOBIMPORT
T20.0132,TO,42.57,119.0,TACAS SORVETE 160ML CONJUNTO 6UN COM COLHER,GLOBIMPORT
T20.0132,PA,42.15,119.0,TACAS SORVETE 160ML CONJUNTO 6UN COM COLHER,GLOBIMPORT
T20.0132,MT,42.15,119.0,TACAS SORVETE 160ML CONJUNTO 6UN COM COLHER,GLOBIMPORT
P16.0036,GO,71.37,180.0,PANELA PRESSAO 4.8LTS,MARTINELI
P16.0036,TO,72.09,180.0,PANELA PRESSAO 4.8LTS,MARTINELI
P16.0036,PA,71.37,180.0,PANELA PRESSAO 4.8LTS,MARTINELI
P16.0036,MT,71.37,180.0,PANELA PRESSAO 4.8LTS,MARTINELI
F6.0022,GO,40.35,100.0,FRIGIDEIRA COM ESPATULA N24 TAMPA,MARTINELI
F6.0022,TO,40.75,100.0,FRIGIDEIRA COM ESPATULA N24 TAMPA,MARTINELI
F6.0022,PA,40.35,100.0,FRIGIDEIRA COM ESPATULA N24 TAMPA,MARTINELI
F6.0022,MT,40.35,100.0,FRIGIDEIRA COM ESPATULA N24 TAMPA,MARTINELI
J10.0044,GO,144.26,368.0,JOGO DE PANELA GOLD TV,MARTINELI
J10.0044,TO,145.7,368.0,JOGO DE PANELA GOLD TV,MARTINELI
J10.0044,PA,144.26,230.0,JOGO DE PANELA GOLD TV,MARTINELI
J10.0044,MT,144.26,230.0,JOGO DE PANELA GOLD TV,MARTINELI
F6.0021,GO,42.63,106.0,FRIGIDEIRA WOK 28CM MTA,MTA
F6.0021,TO,43.05,106.0,FRIGIDEIRA WOK 28CM MTA,MTA
F6.0021,PA,42.63,106.0,FRIGIDEIRA WOK 28CM MTA,MTA
F6.0021,MT,42.63,106.0,FRIGIDEIRA WOK 28CM MTA,MTA
T20.0133,GO,6.05,18.0,TOLHA ROSTO IRIS,ENGOTEX
T20.0133,TO,6.11,18.0,TOLHA ROSTO IRIS,ENGOTEX
T20.0133,PA,6.05,18.0,TOLHA ROSTO IRIS,ENGOTEX
T20.0133,MT,6.05,18.0,TOLHA ROSTO IRIS,ENGOTEX
C3.0154,GO,37.15,110.0,CONJUNTO TALHERES RATTAN 16 PCS,SIMONAGGIO
C3.0154,TO,37.52,110.0,CONJUNTO TALHERES RATTAN 16 PCS,SIMONAGGIO
C3.0154,PA,37.15,110.0,CONJUNTO TALHERES RATTAN 16 PCS,SIMONAGGIO
C3.0154,MT,37.15,110.0,CONJUNTO TALHERES RATTAN 16 PCS,SIMONAGGIO
C3.0155,GO,52.72,156.0,CONJUNTO TALHERES RATTAN 24 PCS,SIMONAGGIO
C3.0155,TO,53.25,156.0,CONJUNTO TALHERES RATTAN 24 PCS,SIMONAGGIO
C3.0155,PA,52.72,156.0,CONJUNTO TALHERES RATTAN 24 PCS,SIMONAGGIO
C3.0155,MT,52.72,156.0,CONJUNTO TALHERES RATTAN 24 PCS,SIMONAGGIO
C3.0156,GO,52.72,156.0,CONJUNTO TALHERES SINTONIA DECOR 24 PCS,SIMONAGGIO
C3.0156,TO,53.25,156.0,CONJUNTO TALHERES SINTONIA DECOR 24 PCS,SIMONAGGIO
C3.0156,PA,52.72,156.0,CONJUNTO TALHERES SINTONIA DECOR 24 PCS,SIMONAGGIO
C3.0156,MT,52.72,156.0,CONJUNTO TALHERES SINTONIA DECOR 24 PCS,SIMONAGGIO
C3.0157,GO,34.92,104.0,CONJUNTO TALHERES PRATIKA 24 PCS,SIMONAGGIO
C3.0157,TO,35.26,104.0,CONJUNTO TALHERES PRATIKA 24 PCS,SIMONAGGIO
C3.0157,PA,34.92,104.0,CONJUNTO TALHERES PRATIKA 24 PCS,SIMONAGGIO
C3.0157,MT,34.92,104.0,CONJUNTO TALHERES PRATIKA 24 PCS,SIMONAGGIO
C3.0158,GO,32.29,98.0,CONJUNTO TALHERES BOTANICAL 24 PCS,SIMONAGGIO
C3.0158,TO,32.61,98.0,CONJUNTO TALHERES BOTANICAL 24 PCS,SIMONAGGIO
C3.0158,PA,32.29,98.0,CONJUNTO TALHERES BOTANICAL 24 PCS,SIMONAGGIO
C3.0158,MT,32.29,98.0,CONJUNTO TALHERES BOTANICAL 24 PCS,SIMONAGGIO
C3.0159,GO,41.04,124.0,CONJUNTO TALHERES MONIZ 24 PCS,SIMONAGGIO
C3.0159,TO,41.45,124.0,CONJUNTO TALHERES MONIZ 24 PCS,SIMONAGGIO
C3.0159,PA,41.04,124.0,CONJUNTO TALHERES MONIZ 24 PCS,SIMONAGGIO
C3.0159,MT,41.04,124.0,CONJUNTO TALHERES MONIZ 24 PCS,SIMONAGGIO
C3.0162,GO,15.26,46.0,CONJUNTO CHURRASCO 2 PCS,SIMONAGGIO
C3.0162,TO,15.42,46.0,CONJUNTO CHURRASCO 2 PCS,SIMONAGGIO
C3.0162,PA,15.26,46.0,CONJUNTO CHURRASCO 2 PCS,SIMONAGGIO
C3.0162,MT,15.26,46.0,CONJUNTO CHURRASCO 2 PCS,SIMONAGGIO
C3.0163,GO,39.35,118.0,CONJUNTO CHURRASCO 3 PCS,SIMONAGGIO
C3.0163,TO,39.74,118.0,CONJUNTO CHURRASCO 3 PCS,SIMONAGGIO
C3.0163,PA,39.35,118.0,CONJUNTO CHURRASCO 3 PCS,SIMONAGGIO
C3.0163,MT,39.35,118.0,CONJUNTO CHURRASCO 3 PCS,SIMONAGGIO
